customer_id,total_orders,unique_products,net_sales,avg_transaction_value,units_purchased,units_returned,first_purchase_date,last_purchase_date,recency,frequency,monetary,segment,segment_name
13570,1,27,239.49,8.87,161,0,2011-04-10 13:36:00,2011-04-10 13:36:00,242,1,239.49,0,At Risk
13571,26,263,4537.26,6.74,3191,0,2009-12-08 13:02:00,2011-11-27 10:47:00,12,26,4537.26,0,At Risk
13572,1,32,1384.25,41.95,534,0,2011-05-18 11:59:00,2011-05-18 11:59:00,205,1,1384.25,0,At Risk
13573,6,73,904.52,10.40,647,0,2010-03-12 16:06:00,2011-10-20 14:33:00,49,6,904.52,0,At Risk
13574,1,84,404.45,4.44,304,0,2010-10-24 13:28:00,2010-10-24 13:28:00,410,1,404.45,0,At Risk
13575,5,41,732.07,15.91,449,0,2011-06-16 14:24:00,2011-11-16 13:14:00,22,5,732.07,0,At Risk
13576,32,146,11167.00,40.03,4506,13,2009-12-08 15:12:00,2011-11-29 15:34:00,9,32,11167.00,0,At Risk
13577,14,102,3346.62,19.23,1661,49,2009-12-14 16:10:00,2011-11-14 15:19:00,24,14,3346.62,0,At Risk
13578,1,9,147.66,16.41,127,0,2010-10-26 13:44:00,2010-10-26 13:44:00,408,1,147.66,0,At Risk
13579,6,72,1371.14,16.52,718,4,2010-02-18 13:53:00,2011-11-25 08:41:00,14,6,1371.14,0,At Risk
13580,1,5,107.75,21.55,45,0,2010-10-29 15:01:00,2010-10-29 15:01:00,405,1,107.75,0,At Risk
13581,2,32,280.53,8.50,119,0,2010-10-21 16:30:00,2011-02-03 14:41:00,308,2,280.53,0,At Risk
13582,2,10,241.68,21.97,106,0,2010-04-01 11:38:00,2010-11-15 11:34:00,389,2,241.68,0,At Risk
13583,2,93,1445.03,15.05,1097,0,2010-01-29 13:53:00,2011-07-07 10:40:00,155,2,1445.03,0,At Risk
13584,5,74,340.40,4.00,360,87,2010-02-02 08:40:00,2011-02-06 12:49:00,306,5,340.40,0,At Risk
13585,4,29,674.46,16.86,1386,48,2009-12-01 14:56:00,2010-06-27 12:33:00,530,4,674.46,0,At Risk
13586,1,20,127.28,6.36,38,0,2010-06-16 13:47:00,2010-06-16 13:47:00,540,1,127.28,0,At Risk
13587,6,27,1308.10,39.64,664,20,2010-02-14 13:17:00,2011-11-08 11:17:00,31,6,1308.10,0,At Risk
13588,13,132,2445.12,13.58,2606,33,2011-03-29 15:53:00,2011-11-24 10:42:00,15,13,2445.12,0,At Risk
13589,6,48,1120.74,21.55,293,0,2009-12-06 10:26:00,2011-11-25 12:10:00,14,6,1120.74,0,At Risk
13590,21,255,6284.74,15.29,5271,10,2009-12-01 13:37:00,2011-11-28 12:54:00,10,21,6284.74,0,At Risk
13591,8,89,2081.19,20.40,850,1,2009-12-14 15:44:00,2011-10-06 12:26:00,64,8,2081.19,0,At Risk
13592,4,15,247.96,15.50,84,0,2011-03-20 14:01:00,2011-11-04 09:49:00,35,4,247.96,0,At Risk
13593,16,212,5444.81,13.28,2170,28,2010-03-02 16:36:00,2011-08-23 13:35:00,107,16,5444.81,0,At Risk
13594,3,33,508.42,14.53,396,2,2010-01-07 13:25:00,2011-10-18 10:19:00,52,3,508.42,0,At Risk
13595,3,114,784.48,5.49,341,0,2010-03-03 14:42:00,2010-07-11 12:36:00,516,3,784.48,0,At Risk
13596,2,133,664.11,4.55,384,0,2011-11-27 11:57:00,2011-12-04 12:01:00,5,2,664.11,0,At Risk
13597,3,18,372.21,19.59,231,11,2010-11-02 09:30:00,2010-11-16 13:53:00,387,3,372.21,0,At Risk
13598,6,78,749.21,8.06,393,1,2010-02-26 11:22:00,2011-10-23 14:35:00,46,6,749.21,0,At Risk
13599,52,236,9433.75,22.25,6248,224,2009-12-01 12:30:00,2011-12-08 19:26:00,0,52,9433.75,0,At Risk
13600,2,35,518.42,12.64,599,0,2010-03-15 17:16:00,2011-01-31 15:27:00,311,2,518.42,0,At Risk
13601,4,160,1159.99,6.27,957,0,2010-06-11 15:03:00,2011-10-25 17:31:00,44,4,1159.99,0,At Risk
13602,4,49,1025.17,17.68,538,0,2010-05-28 11:49:00,2011-10-06 11:47:00,64,4,1025.17,0,At Risk
13603,1,27,164.34,6.09,164,0,2011-11-13 15:57:00,2011-11-13 15:57:00,25,1,164.34,0,At Risk
13604,2,21,713.39,31.02,242,3,2010-02-19 12:02:00,2010-02-25 18:38:00,651,2,713.39,0,At Risk
13605,2,50,522.67,9.86,425,0,2010-05-17 15:46:00,2010-11-17 17:16:00,386,2,522.67,0,At Risk
13606,3,40,276.75,6.92,276,0,2011-02-01 11:42:00,2011-11-10 17:46:00,28,3,276.75,0,At Risk
13607,3,110,1058.11,8.67,466,6,2010-11-02 11:48:00,2011-10-30 16:17:00,39,3,1058.11,0,At Risk
13608,1,31,232.05,6.83,110,0,2010-06-17 12:28:00,2010-06-17 12:28:00,540,1,232.05,0,At Risk
13609,1,7,167.35,23.91,19,0,2010-04-25 13:26:00,2010-04-25 13:26:00,592,1,167.35,0,At Risk
13610,17,309,2071.96,5.15,869,8,2010-01-05 14:12:00,2011-11-27 15:38:00,11,17,2071.96,0,At Risk
13611,14,170,3259.43,13.99,1988,13,2009-12-03 07:57:00,2011-09-11 14:51:00,88,14,3259.43,0,At Risk
13612,2,51,777.79,14.96,444,6,2010-03-17 12:14:00,2010-07-09 16:18:00,517,2,777.79,0,At Risk
13613,5,50,1039.85,17.62,445,0,2010-02-17 12:40:00,2010-09-13 12:01:00,452,5,1039.85,0,At Risk
13614,6,227,2332.74,8.84,821,0,2010-06-06 13:42:00,2011-11-15 14:47:00,23,6,2332.74,0,At Risk
13615,12,259,6212.23,16.52,2910,19,2010-01-28 15:43:00,2011-01-31 11:29:00,312,12,6212.23,0,At Risk
13616,2,31,283.85,8.11,172,0,2010-01-17 14:56:00,2010-05-20 12:59:00,567,2,283.85,0,At Risk
13617,9,48,1263.80,11.70,593,1,2010-08-01 15:23:00,2011-10-30 13:50:00,39,9,1263.80,0,At Risk
13618,1,13,177.34,13.64,246,0,2011-06-19 11:09:00,2011-06-19 11:09:00,173,1,177.34,0,At Risk
13619,2,39,224.94,5.00,79,0,2010-02-03 14:16:00,2010-06-13 11:39:00,544,2,224.94,0,At Risk
13620,1,5,112.34,22.47,74,0,2010-06-29 15:02:00,2010-06-29 15:02:00,527,1,112.34,0,At Risk
13621,1,19,213.85,11.26,343,0,2011-08-15 08:26:00,2011-08-15 08:26:00,116,1,213.85,0,At Risk
13622,2,32,651.45,19.16,379,2,2010-01-12 13:22:00,2010-01-20 10:30:00,688,2,651.45,0,At Risk
13623,15,214,2412.93,8.18,1010,14,2009-12-02 11:36:00,2011-11-09 12:00:00,30,15,2412.93,0,At Risk
13624,2,22,427.18,17.80,820,6,2010-11-16 13:43:00,2010-11-23 18:42:00,380,2,427.18,0,At Risk
13625,1,21,301.26,14.35,144,0,2010-04-22 10:50:00,2010-04-22 10:50:00,596,1,301.26,0,At Risk
13626,3,44,689.49,14.99,398,3,2010-11-25 16:12:00,2011-04-01 10:05:00,252,3,689.49,0,At Risk
13627,10,118,2217.55,16.80,1632,5,2010-03-09 14:03:00,2011-10-11 14:20:00,58,10,2217.55,0,At Risk
13628,1,16,310.14,19.38,106,0,2010-02-01 14:44:00,2010-02-01 14:44:00,675,1,310.14,0,At Risk
13629,19,28,13370.86,153.69,7722,0,2010-02-11 17:34:00,2011-11-16 13:21:00,22,19,13370.86,0,At Risk
13630,11,51,1995.68,24.95,1391,14,2011-02-27 12:49:00,2011-12-04 15:16:00,4,11,1995.68,0,At Risk
13631,12,6,3021.77,251.81,467,7,2011-03-17 17:13:00,2011-09-01 09:57:00,99,12,3021.77,0,At Risk
13632,10,166,3632.36,16.29,1633,3,2010-04-07 10:59:00,2011-11-15 10:51:00,24,10,3632.36,0,At Risk
13633,1,1,-306.66,-306.66,0,1,2010-04-15 15:27:00,2010-04-15 15:27:00,602,1,-306.66,0,At Risk
13634,17,269,4479.85,9.45,2090,156,2010-01-10 14:26:00,2011-11-06 13:40:00,32,17,4479.85,0,At Risk
13635,6,136,2948.22,17.65,1884,15,2009-12-01 09:46:00,2011-10-03 10:55:00,67,6,2948.22,0,At Risk
13636,6,57,941.62,14.71,592,6,2011-02-27 14:29:00,2011-11-03 10:30:00,36,6,941.62,0,At Risk
13637,3,79,804.30,8.12,405,0,2011-04-27 13:06:00,2011-10-18 13:32:00,51,3,804.30,0,At Risk
13638,1,8,122.64,15.33,93,0,2011-11-24 10:38:00,2011-11-24 10:38:00,15,1,122.64,0,At Risk
13639,2,49,1346.27,22.82,997,0,2010-09-29 10:05:00,2011-09-26 13:36:00,73,2,1346.27,0,At Risk
13640,1,4,405.00,101.25,108,0,2010-04-07 15:33:00,2010-04-07 15:33:00,610,1,405.00,0,At Risk
13641,7,41,921.82,18.44,1098,18,2009-12-05 13:17:00,2010-03-09 07:37:00,640,7,921.82,0,At Risk
13642,5,93,459.45,4.33,231,1,2010-10-03 12:23:00,2011-05-08 12:34:00,215,5,459.45,0,At Risk
13643,15,72,2112.17,19.74,902,8,2009-12-08 12:48:00,2011-11-08 15:37:00,30,15,2112.17,0,At Risk
13644,5,144,2597.52,17.55,2067,7,2011-08-26 11:53:00,2011-12-01 08:18:00,8,5,2597.52,0,At Risk
13645,1,5,252.10,50.42,158,0,2011-08-11 16:11:00,2011-08-11 16:11:00,119,1,252.10,0,At Risk
13646,3,58,323.30,5.48,79,1,2010-11-05 11:02:00,2010-11-05 12:13:00,399,3,323.30,0,At Risk
13647,9,98,3033.78,21.67,1795,1,2010-04-15 12:55:00,2011-11-30 12:00:00,9,9,3033.78,0,At Risk
13648,11,95,1679.01,14.86,960,32,2009-12-01 18:13:00,2010-11-04 14:46:00,399,11,1679.01,0,At Risk
13649,6,97,1453.68,13.46,782,0,2010-06-30 16:35:00,2011-03-28 11:51:00,256,6,1453.68,0,At Risk
13650,16,129,3098.50,16.84,1746,72,2010-01-26 08:44:00,2011-11-23 12:22:00,16,16,3098.50,0,At Risk
13651,4,14,208.95,13.93,62,2,2010-11-23 09:44:00,2011-11-04 14:59:00,34,4,208.95,0,At Risk
13652,5,116,2262.05,16.04,1458,0,2010-02-25 17:37:00,2011-10-25 08:51:00,45,5,2262.05,0,At Risk
13653,1,9,152.20,16.91,72,0,2010-08-09 08:19:00,2010-08-09 08:19:00,487,1,152.20,0,At Risk
13654,11,262,6308.00,19.17,4762,0,2009-12-02 11:43:00,2011-10-27 16:24:00,42,11,6308.00,0,At Risk
13655,8,104,2259.30,18.37,1225,13,2010-04-27 09:59:00,2011-08-17 14:25:00,113,8,2259.30,0,At Risk
13656,7,81,1053.35,11.70,862,3,2010-04-23 12:50:00,2011-06-28 10:31:00,164,7,1053.35,0,At Risk
13657,2,16,382.14,23.88,209,0,2011-05-22 12:35:00,2011-11-29 12:32:00,10,2,382.14,0,At Risk
13658,13,164,5772.07,23.56,2171,25,2010-02-05 13:17:00,2011-11-30 10:13:00,9,13,5772.07,0,At Risk
13659,17,226,4706.43,16.34,2527,35,2010-02-17 09:05:00,2011-05-26 19:56:00,196,17,4706.43,0,At Risk
13660,2,39,295.74,7.21,136,2,2010-11-04 16:10:00,2010-11-09 10:01:00,395,2,295.74,0,At Risk
13661,1,17,325.24,19.13,118,0,2010-04-15 14:58:00,2010-04-15 14:58:00,602,1,325.24,0,At Risk
13662,17,126,2166.63,14.74,1169,27,2010-02-19 13:21:00,2011-09-15 12:04:00,85,17,2166.63,0,At Risk
13663,6,87,2013.61,19.94,893,2,2010-03-03 10:11:00,2011-06-13 15:44:00,178,6,2013.61,0,At Risk
13664,1,1,-13.14,-13.14,0,1,2010-01-26 16:31:00,2010-01-26 16:31:00,681,1,-13.14,0,At Risk
13665,3,97,1711.66,16.15,1652,0,2010-07-23 13:29:00,2010-11-18 13:06:00,385,3,1711.66,0,At Risk
13666,5,19,127.90,6.73,54,0,2009-12-04 10:48:00,2011-10-10 15:39:00,59,5,127.90,0,At Risk
13667,1,82,299.05,3.60,149,0,2011-07-13 15:42:00,2011-07-13 15:42:00,148,1,299.05,0,At Risk
13668,47,411,12607.68,15.80,6096,151,2009-12-11 14:28:00,2011-12-07 12:14:00,2,47,12607.68,0,At Risk
13669,3,13,413.55,29.54,393,0,2010-10-28 15:05:00,2011-10-20 09:32:00,50,3,413.55,0,At Risk
13670,1,25,349.70,13.99,282,0,2011-09-25 15:25:00,2011-09-25 15:25:00,74,1,349.70,0,At Risk
13671,1,61,172.60,2.70,95,0,2010-11-10 10:50:00,2010-11-10 10:50:00,394,1,172.60,0,At Risk
13672,7,14,162.07,5.79,138,58,2009-12-09 11:40:00,2011-02-11 13:55:00,300,7,162.07,0,At Risk
13673,2,47,387.44,6.46,114,0,2011-11-07 15:40:00,2011-11-21 12:11:00,18,2,387.44,0,At Risk
13674,2,14,215.88,13.49,102,4,2010-10-03 10:41:00,2010-10-06 11:15:00,429,2,215.88,0,At Risk
13675,2,25,486.82,19.47,330,0,2011-02-28 12:14:00,2011-07-11 12:57:00,150,2,486.82,0,At Risk
13676,3,13,153.15,10.21,104,45,2010-03-30 16:53:00,2010-06-18 17:30:00,538,3,153.15,0,At Risk
13677,2,98,551.24,5.20,217,0,2010-07-07 17:25:00,2010-10-31 11:32:00,404,2,551.24,0,At Risk
13678,1,16,232.60,14.54,924,0,2011-07-11 10:14:00,2011-07-11 10:14:00,151,1,232.60,0,At Risk
13679,3,44,281.26,5.63,102,0,2009-12-04 16:52:00,2010-08-03 12:13:00,493,3,281.26,0,At Risk
13680,13,354,9899.56,14.84,5244,669,2009-12-04 14:14:00,2011-12-08 13:47:00,0,13,9899.56,0,At Risk
13681,4,37,827.83,14.52,360,0,2011-07-07 15:21:00,2011-11-22 11:13:00,17,4,827.83,0,At Risk
13682,1,3,59.50,19.83,10,0,2011-06-05 14:06:00,2011-06-05 14:06:00,186,1,59.50,0,At Risk
13683,1,10,258.60,25.86,180,0,2010-09-08 10:00:00,2010-09-08 10:00:00,457,1,258.60,0,At Risk
13684,6,81,544.42,4.86,234,12,2010-03-28 14:48:00,2011-02-27 10:25:00,285,6,544.42,0,At Risk
13685,7,29,3119.44,79.99,5056,0,2011-10-10 12:59:00,2011-12-07 11:41:00,2,7,3119.44,0,At Risk
13686,3,27,409.04,12.03,378,0,2010-11-03 13:44:00,2011-06-10 09:10:00,182,3,409.04,0,At Risk
13687,1,45,11880.84,264.02,87167,0,2010-09-27 16:30:00,2010-09-27 16:30:00,437,1,11880.84,0,At Risk
13688,1,5,375.50,75.10,130,0,2010-03-14 14:11:00,2010-03-14 14:11:00,634,1,375.50,0,At Risk
13689,2,6,1259.50,139.94,722,0,2010-09-21 10:27:00,2011-10-07 13:21:00,62,2,1259.50,0,At Risk
13690,1,9,172.25,19.14,67,0,2011-10-11 15:03:00,2011-10-11 15:03:00,58,1,172.25,0,At Risk
13691,1,54,212.78,3.94,145,0,2010-11-08 17:34:00,2010-11-08 17:34:00,395,1,212.78,0,At Risk
13692,8,84,3016.45,30.47,2101,12,2010-10-15 13:28:00,2011-11-15 11:17:00,24,8,3016.45,0,At Risk
13693,13,80,1948.32,17.40,880,9,2009-12-07 11:29:00,2011-01-18 15:23:00,324,13,1948.32,0,At Risk
13694,164,902,190020.84,122.52,188201,3667,2009-12-04 15:26:00,2011-12-06 09:32:00,3,164,190020.84,1,Potential Loyal
13695,16,47,2770.73,28.86,1791,0,2010-05-11 11:07:00,2011-11-08 14:26:00,30,16,2770.73,0,At Risk
13696,4,25,2008.70,80.35,552,6,2010-01-13 12:08:00,2010-10-14 09:44:00,421,4,2008.70,0,At Risk
13697,1,12,151.30,12.61,177,0,2011-11-01 09:14:00,2011-11-01 09:14:00,38,1,151.30,0,At Risk
13698,2,31,451.73,11.89,227,0,2010-01-27 09:02:00,2010-04-22 11:52:00,596,2,451.73,0,At Risk
13699,3,33,711.40,17.79,219,5,2010-06-07 13:03:00,2011-07-07 16:51:00,154,3,711.40,0,At Risk
13700,14,163,2569.72,10.53,2786,11,2010-02-07 10:53:00,2011-11-13 13:00:00,25,14,2569.72,0,At Risk
13701,2,9,159.55,15.96,80,1,2010-09-19 12:39:00,2010-09-28 18:34:00,436,2,159.55,0,At Risk
13702,1,5,135.18,27.04,74,0,2010-09-20 11:40:00,2010-09-20 11:40:00,445,1,135.18,0,At Risk
13703,3,36,99.50,1.36,128,118,2010-10-20 13:11:00,2011-01-25 13:10:00,317,3,99.50,0,At Risk
13704,10,111,2295.31,17.00,1531,3,2011-09-12 14:40:00,2011-12-04 15:13:00,4,10,2295.31,0,At Risk
13705,7,55,1717.19,23.21,906,0,2010-03-25 17:19:00,2011-12-02 12:32:00,7,7,1717.19,0,At Risk
13706,2,38,631.17,16.61,301,0,2010-03-23 09:18:00,2011-02-10 09:21:00,302,2,631.17,0,At Risk
13707,5,142,3365.86,21.72,2210,0,2010-06-21 11:57:00,2011-03-17 18:03:00,266,5,3365.86,0,At Risk
13708,1,49,285.33,5.82,301,0,2011-03-13 13:46:00,2011-03-13 13:46:00,270,1,285.33,0,At Risk
13709,22,296,7492.41,17.97,4122,15,2010-01-11 10:40:00,2011-12-06 10:28:00,3,22,7492.41,0,At Risk
13710,3,13,509.52,33.97,336,0,2010-04-06 12:54:00,2011-11-08 08:16:00,31,3,509.52,0,At Risk
13711,15,81,1632.61,15.85,819,23,2009-12-01 14:01:00,2011-05-05 10:31:00,218,15,1632.61,0,At Risk
13712,2,32,766.42,23.22,1128,0,2010-04-08 11:16:00,2011-04-07 12:33:00,246,2,766.42,0,At Risk
13713,3,70,740.76,9.26,284,0,2010-05-05 16:48:00,2010-10-27 16:18:00,407,3,740.76,0,At Risk
13714,1,30,161.35,5.38,50,0,2010-08-31 13:57:00,2010-08-31 13:57:00,464,1,161.35,0,At Risk
13715,21,277,8108.09,15.65,4800,15,2010-03-11 15:33:00,2011-03-03 19:21:00,280,21,8108.09,0,At Risk
13716,1,21,138.28,6.58,138,0,2011-03-15 13:49:00,2011-03-15 13:49:00,268,1,138.28,0,At Risk
13717,11,110,1748.05,13.76,2144,3,2010-08-11 09:40:00,2011-11-07 14:13:00,31,11,1748.05,0,At Risk
13718,2,9,306.55,25.55,173,0,2011-02-17 11:58:00,2011-04-07 13:24:00,245,2,306.55,0,At Risk
13719,11,194,2783.08,11.22,1588,0,2010-05-17 14:36:00,2011-11-24 15:26:00,14,11,2783.08,0,At Risk
13720,4,42,799.90,18.60,501,0,2011-03-30 09:17:00,2011-08-15 12:46:00,116,4,799.90,0,At Risk
13721,2,41,741.54,17.66,512,0,2010-11-09 17:59:00,2011-11-03 14:05:00,35,2,741.54,0,At Risk
13722,11,137,5629.16,29.63,3059,1,2010-03-03 14:13:00,2011-08-11 15:26:00,119,11,5629.16,0,At Risk
13723,6,51,1194.08,20.59,593,0,2010-04-07 14:32:00,2011-05-06 17:04:00,216,6,1194.08,0,At Risk
13724,1,39,213.01,5.07,130,0,2010-03-12 15:28:00,2010-03-12 15:28:00,636,1,213.01,0,At Risk
13725,11,97,1809.81,15.34,806,147,2011-02-04 12:18:00,2011-10-21 10:03:00,49,11,1809.81,0,At Risk
13726,2,39,1079.66,25.71,1054,0,2011-08-31 11:06:00,2011-11-01 10:49:00,38,2,1079.66,0,At Risk
13727,9,74,1061.40,12.64,368,3,2009-12-09 13:25:00,2011-11-11 09:46:00,28,9,1061.40,0,At Risk
13728,16,75,2855.17,17.41,1269,0,2009-12-09 17:13:00,2011-11-03 10:49:00,36,16,2855.17,0,At Risk
13729,5,36,676.43,15.37,419,14,2010-01-24 14:57:00,2010-09-30 10:44:00,435,5,676.43,0,At Risk
13730,2,38,752.60,17.50,488,0,2011-07-01 12:47:00,2011-07-27 08:35:00,135,2,752.60,0,At Risk
13731,2,36,610.59,16.07,278,0,2011-04-07 10:10:00,2011-05-04 14:33:00,218,2,610.59,0,At Risk
13732,1,33,491.86,14.90,498,0,2011-11-11 15:49:00,2011-11-11 15:49:00,27,1,491.86,0,At Risk
13733,3,28,484.53,16.15,335,2,2009-12-04 15:28:00,2010-10-25 12:18:00,410,3,484.53,0,At Risk
13734,6,24,3445.34,118.80,302,93,2010-04-16 08:42:00,2010-07-19 12:04:00,508,6,3445.34,0,At Risk
13735,22,362,9422.36,13.98,4135,88,2009-12-13 13:31:00,2011-11-15 11:14:00,24,22,9422.36,0,At Risk
13736,12,327,2701.27,4.78,1549,12,2009-12-06 12:07:00,2011-12-04 15:19:00,4,12,2701.27,0,At Risk
13737,1,29,339.60,11.32,125,0,2011-05-23 16:32:00,2011-05-23 16:32:00,199,1,339.60,0,At Risk
13738,1,88,434.78,4.89,237,0,2010-11-08 15:23:00,2010-11-08 15:23:00,395,1,434.78,0,At Risk
13739,2,6,292.20,48.70,76,0,2010-06-30 10:25:00,2011-11-21 13:35:00,17,2,292.20,0,At Risk
13740,5,83,1582.77,16.84,987,0,2009-12-02 12:22:00,2011-04-13 10:32:00,240,5,1582.77,0,At Risk
13741,4,34,666.33,19.04,218,1,2011-05-06 13:43:00,2011-09-29 09:19:00,71,4,666.33,0,At Risk
13742,14,200,3079.27,9.78,1115,8,2011-01-23 14:59:00,2011-11-23 11:07:00,16,14,3079.27,0,At Risk
13743,8,8,1340.15,31.91,1776,1,2011-03-25 14:46:00,2011-12-07 10:09:00,2,8,1340.15,0,At Risk
13744,2,54,1080.52,17.15,1153,0,2011-02-20 14:08:00,2011-09-05 15:19:00,94,2,1080.52,0,At Risk
13745,4,46,761.27,12.90,1146,25,2010-06-11 17:19:00,2011-07-11 14:21:00,150,4,761.27,0,At Risk
13746,1,9,176.69,19.63,83,0,2010-10-22 11:55:00,2010-10-22 11:55:00,413,1,176.69,0,At Risk
13747,2,4,169.80,33.96,60,0,2010-10-11 09:15:00,2010-12-01 10:37:00,373,2,169.80,0,At Risk
13748,9,40,2064.35,35.59,1028,0,2009-12-01 16:44:00,2011-09-05 09:45:00,95,9,2064.35,0,At Risk
13749,1,2,-10.25,-5.13,0,7,2010-01-07 16:52:00,2010-01-07 16:52:00,700,1,-10.25,0,At Risk
13750,13,51,3563.60,46.28,1370,10,2010-04-01 14:49:00,2011-10-17 12:16:00,53,13,3563.60,0,At Risk
13751,1,9,296.25,32.92,152,0,2011-02-24 15:56:00,2011-02-24 15:56:00,287,1,296.25,0,At Risk
13752,7,75,1579.83,16.81,1005,0,2010-06-30 10:23:00,2011-08-07 14:16:00,123,7,1579.83,0,At Risk
13753,4,64,2094.57,26.18,1450,0,2009-12-03 10:20:00,2011-02-25 12:48:00,287,4,2094.57,0,At Risk
13754,3,16,447.05,21.29,315,0,2010-09-28 15:29:00,2011-07-11 11:51:00,151,3,447.05,0,At Risk
13755,10,232,2101.39,6.53,1242,23,2011-10-07 15:45:00,2011-12-06 12:26:00,3,10,2101.39,0,At Risk
13756,25,142,8595.65,24.91,5138,26,2009-12-15 15:18:00,2011-12-07 16:44:00,1,25,8595.65,0,At Risk
13757,1,8,195.55,24.44,54,0,2010-02-03 12:37:00,2010-02-03 12:37:00,674,1,195.55,0,At Risk
13758,19,215,8544.29,29.36,4667,9,2009-12-01 10:06:00,2011-11-28 11:11:00,11,19,8544.29,0,At Risk
13759,2,24,659.41,26.38,287,0,2011-09-29 15:40:00,2011-11-06 14:47:00,32,2,659.41,0,At Risk
13760,6,95,1358.64,11.32,623,4,2010-04-25 13:10:00,2011-10-16 16:13:00,53,6,1358.64,0,At Risk
13761,6,118,1952.17,16.00,1079,0,2010-02-21 11:08:00,2011-10-20 14:01:00,49,6,1952.17,0,At Risk
13762,6,23,2165.76,51.57,2608,272,2010-01-10 12:13:00,2011-05-19 15:23:00,203,6,2165.76,0,At Risk
13763,6,50,5181.99,97.77,3224,4,2010-09-30 17:39:00,2011-10-07 15:13:00,62,6,5181.99,0,At Risk
13764,6,295,2919.62,7.89,2084,0,2010-03-07 12:56:00,2011-09-30 12:03:00,70,6,2919.62,0,At Risk
13765,1,17,352.82,20.75,297,0,2010-02-24 13:46:00,2010-02-24 13:46:00,652,1,352.82,0,At Risk
13766,1,16,190.35,11.20,137,0,2010-08-01 14:25:00,2010-08-01 14:25:00,494,1,190.35,0,At Risk
13767,96,119,33480.82,41.39,14595,95,2009-12-01 10:52:00,2011-12-07 15:00:00,1,96,33480.82,0,At Risk
13768,8,37,758.07,17.63,373,16,2009-12-01 12:33:00,2010-05-25 10:19:00,563,8,758.07,0,At Risk
13769,29,121,5444.33,18.97,2452,16,2009-12-16 11:59:00,2011-12-07 15:08:00,1,29,5444.33,0,At Risk
13770,4,48,785.37,16.36,468,0,2009-12-09 14:44:00,2010-10-13 15:10:00,421,4,785.37,0,At Risk
13771,10,182,5726.07,26.39,3140,1,2010-02-25 12:37:00,2011-10-06 14:18:00,63,10,5726.07,0,At Risk
13772,9,394,3080.52,5.41,1446,22,2010-02-23 13:55:00,2011-11-06 11:43:00,33,9,3080.52,0,At Risk
13773,2,19,301.54,15.87,174,0,2010-02-18 10:27:00,2010-11-08 11:49:00,396,2,301.54,0,At Risk
13774,1,22,345.00,15.68,192,0,2011-09-19 12:06:00,2011-09-19 12:06:00,81,1,345.00,0,At Risk
13775,1,63,1049.66,16.66,455,0,2010-04-28 12:15:00,2010-04-28 12:15:00,590,1,1049.66,0,At Risk
13776,8,3,-340.17,-42.52,2,6,2010-01-26 16:51:00,2010-10-07 16:59:00,427,8,-340.17,0,At Risk
13777,73,51,49218.41,123.66,23190,156,2009-12-02 09:47:00,2011-12-09 12:25:00,0,73,49218.41,0,At Risk
13778,5,34,1116.54,24.81,511,1,2010-05-23 13:34:00,2011-08-28 15:25:00,102,5,1116.54,0,At Risk
13779,1,27,161.13,5.97,53,0,2010-07-12 11:24:00,2010-07-12 11:24:00,515,1,161.13,0,At Risk
13780,3,90,732.07,7.47,479,0,2010-10-28 19:51:00,2011-12-02 13:49:00,6,3,732.07,0,At Risk
13781,4,56,770.88,13.29,300,1,2009-12-18 15:46:00,2011-04-03 12:08:00,250,4,770.88,0,At Risk
13782,14,187,1778.13,7.44,643,1,2009-12-06 12:52:00,2011-11-27 11:54:00,12,14,1778.13,0,At Risk
13783,4,4,1542.09,154.21,3437,0,2010-02-04 13:47:00,2010-08-09 09:23:00,487,4,1542.09,0,At Risk
13784,15,13,2897.18,64.38,2827,5,2010-09-15 12:27:00,2011-11-30 09:33:00,9,15,2897.18,0,At Risk
13785,4,26,542.49,18.08,151,0,2010-09-05 16:01:00,2010-10-07 09:25:00,428,4,542.49,0,At Risk
13786,8,81,2505.46,21.23,1515,13,2009-12-03 15:32:00,2010-12-07 13:53:00,366,8,2505.46,0,At Risk
13787,9,71,1173.70,12.49,998,11,2010-01-14 10:13:00,2011-09-25 12:06:00,75,9,1173.70,0,At Risk
13788,1,1,3.75,3.75,1,0,2010-07-22 15:50:00,2010-07-22 15:50:00,504,1,3.75,0,At Risk
13789,1,18,239.46,13.30,258,0,2010-11-16 15:31:00,2010-11-16 15:31:00,387,1,239.46,0,At Risk
13790,1,45,348.80,7.75,748,0,2011-12-05 15:48:00,2011-12-05 15:48:00,3,1,348.80,0,At Risk
13791,3,7,1047.68,61.63,1200,372,2011-06-24 16:38:00,2011-10-27 14:38:00,42,3,1047.68,0,At Risk
13792,3,23,383.95,16.69,156,0,2010-10-13 11:05:00,2011-10-04 14:31:00,65,3,383.95,0,At Risk
13793,1,7,96.00,13.71,52,0,2010-03-03 08:25:00,2010-03-03 08:25:00,646,1,96.00,0,At Risk
13794,1,9,126.03,14.00,63,0,2010-06-11 12:30:00,2010-06-11 12:30:00,546,1,126.03,0,At Risk
13795,4,23,836.30,28.84,1250,0,2010-03-12 12:44:00,2010-11-16 17:25:00,387,4,836.30,0,At Risk
13796,1,22,289.70,13.17,218,0,2010-07-28 14:45:00,2010-07-28 14:45:00,498,1,289.70,0,At Risk
